               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.015052,            0.009953,            0.004365,             0.80332,             0.72225,             0.81416,              0.6214,            0.013984,           0.0037486,            0.020404,            0.002278,            0.002278,            0.002278
                 158,            0.014856,           0.0098975,           0.0045901,             0.77168,             0.79624,             0.84196,             0.65252,             0.01345,           0.0037206,            0.018492,           0.0022285,           0.0022285,           0.0022285
                 159,            0.015387,           0.0099422,           0.0042296,             0.76856,             0.77247,             0.82752,             0.63969,            0.013531,           0.0037303,            0.018566,            0.002179,            0.002179,            0.002179
                 160,            0.014217,           0.0097414,            0.004196,             0.80964,             0.76703,             0.84409,             0.64446,            0.013856,           0.0037479,             0.02121,           0.0021295,           0.0021295,           0.0021295
                 161,            0.015886,           0.0098937,           0.0049086,              0.7375,             0.80656,             0.80986,             0.62384,            0.013711,           0.0036757,            0.023375,             0.00208,             0.00208,             0.00208
                 162,            0.015675,           0.0096683,           0.0048254,             0.78645,             0.77328,             0.82241,             0.62741,            0.013974,           0.0036969,            0.020922,           0.0020305,           0.0020305,           0.0020305
                 163,            0.015073,           0.0097147,           0.0059084,             0.75616,             0.79906,             0.81365,             0.62549,            0.014012,           0.0036827,            0.018774,            0.001981,            0.001981,            0.001981
                 164,            0.014914,           0.0098225,           0.0052057,              0.7715,             0.76157,             0.81759,             0.63213,            0.014028,           0.0037409,            0.025529,           0.0019315,           0.0019315,           0.0019315
                 165,            0.015235,           0.0096303,            0.005048,             0.75652,             0.78008,             0.82612,             0.63728,            0.013704,           0.0037977,            0.021931,            0.001882,            0.001882,            0.001882
                 166,            0.014749,           0.0099453,           0.0056505,             0.80098,             0.76477,               0.818,             0.63501,            0.013674,           0.0037394,             0.01848,           0.0018325,           0.0018325,           0.0018325
                 167,             0.01418,           0.0096276,           0.0040451,             0.76955,             0.77905,             0.81454,             0.63011,            0.013742,           0.0037569,              0.0199,            0.001783,            0.001783,            0.001783
                 168,            0.014324,           0.0096447,           0.0050458,             0.76199,             0.82046,             0.81882,             0.62604,            0.013693,            0.003787,            0.017018,           0.0017335,           0.0017335,           0.0017335
                 169,             0.01504,           0.0097633,           0.0043248,             0.75809,             0.80566,             0.83502,             0.65131,            0.013682,           0.0037846,            0.016545,            0.001684,            0.001684,            0.001684
                 170,            0.014568,           0.0096283,           0.0042084,             0.82323,             0.70837,             0.81681,             0.63248,            0.013327,            0.003782,            0.018384,           0.0016345,           0.0016345,           0.0016345
                 171,            0.013737,           0.0096819,           0.0041918,             0.81738,             0.72283,             0.82481,             0.63543,            0.013384,           0.0037976,            0.016647,            0.001585,            0.001585,            0.001585
                 172,            0.014056,           0.0097273,           0.0046689,             0.75763,             0.78997,             0.81315,              0.6294,            0.013253,           0.0037917,            0.016642,           0.0015355,           0.0015355,           0.0015355
                 173,             0.01445,           0.0095953,           0.0053865,             0.79222,             0.74092,             0.79677,             0.61639,            0.013476,           0.0037912,            0.018949,            0.001486,            0.001486,            0.001486
                 174,            0.013451,           0.0095315,           0.0041158,             0.74842,             0.77134,             0.80626,             0.62949,            0.013667,           0.0037796,            0.017781,           0.0014365,           0.0014365,           0.0014365
                 175,            0.014973,           0.0098354,           0.0041529,             0.77382,             0.80225,             0.81554,             0.63915,            0.013538,           0.0037588,            0.017058,            0.001387,            0.001387,            0.001387
                 176,            0.013612,           0.0093274,           0.0044144,             0.78089,             0.76991,             0.79932,             0.62225,            0.013498,           0.0037415,            0.017876,           0.0013375,           0.0013375,           0.0013375
                 177,            0.014055,           0.0096064,           0.0034677,             0.79791,             0.77852,             0.79616,             0.61745,            0.013576,           0.0037484,             0.01824,            0.001288,            0.001288,            0.001288
                 178,             0.01508,           0.0093833,           0.0046203,             0.77399,             0.75493,             0.80627,              0.6283,            0.013349,           0.0037721,            0.017391,           0.0012385,           0.0012385,           0.0012385
                 179,            0.014045,           0.0093518,           0.0040944,             0.78923,             0.77887,             0.82853,             0.64252,            0.013375,           0.0038133,            0.016857,            0.001189,            0.001189,            0.001189
                 180,            0.014232,            0.009095,           0.0042561,             0.81606,             0.75546,             0.83036,             0.64318,            0.013849,           0.0038232,            0.017379,           0.0011395,           0.0011395,           0.0011395
                 181,            0.015357,           0.0095796,           0.0036302,             0.82557,               0.749,             0.83805,             0.65092,            0.013794,           0.0037833,            0.017266,             0.00109,             0.00109,             0.00109
                 182,            0.014337,           0.0092405,           0.0043574,             0.81864,             0.73774,             0.81785,             0.63278,            0.013542,           0.0037512,            0.018143,           0.0010405,           0.0010405,           0.0010405
                 183,            0.014888,            0.009291,           0.0047753,             0.81995,             0.81026,               0.854,             0.65845,            0.013383,           0.0037395,            0.015268,            0.000991,            0.000991,            0.000991
                 184,            0.014146,           0.0093714,           0.0033792,             0.81041,             0.80589,             0.85074,             0.66266,            0.013485,           0.0037459,            0.016467,           0.0009415,           0.0009415,           0.0009415
                 185,            0.013074,           0.0093608,           0.0030343,             0.83834,             0.77487,             0.84452,             0.65997,            0.013258,           0.0037124,            0.016767,            0.000892,            0.000892,            0.000892
                 186,             0.01452,           0.0094622,           0.0036694,             0.84021,             0.77302,             0.85104,             0.66019,            0.013137,           0.0037111,            0.016445,           0.0008425,           0.0008425,           0.0008425
                 187,            0.013085,           0.0093974,           0.0028785,             0.87764,             0.75024,             0.85487,             0.66677,            0.013011,           0.0036991,            0.017038,            0.000793,            0.000793,            0.000793
                 188,            0.013432,           0.0092687,           0.0040262,              0.8633,             0.75163,             0.85081,             0.66534,            0.013092,           0.0037123,             0.01933,           0.0007435,           0.0007435,           0.0007435
                 189,            0.014499,           0.0094003,           0.0036163,             0.83386,             0.76272,             0.84324,              0.6607,            0.013054,           0.0037006,            0.019308,            0.000694,            0.000694,            0.000694
                 190,             0.01315,            0.009032,           0.0033763,             0.82546,             0.75017,             0.84099,             0.66031,            0.013067,           0.0036829,            0.019752,           0.0006445,           0.0006445,           0.0006445
                 191,            0.014092,           0.0089645,           0.0041031,             0.85314,             0.72135,             0.83496,               0.657,            0.013034,           0.0036867,            0.019159,            0.000595,            0.000595,            0.000595
                 192,            0.013139,           0.0091607,           0.0031195,             0.85108,             0.75915,             0.84195,             0.66089,            0.013042,           0.0037031,            0.017504,           0.0005455,           0.0005455,           0.0005455
                 193,            0.013983,           0.0091138,            0.003365,             0.78292,             0.81713,             0.84944,             0.66961,            0.013135,           0.0036928,            0.018901,            0.000496,            0.000496,            0.000496
                 194,            0.012741,           0.0090788,           0.0030961,             0.80752,             0.81432,             0.84412,             0.66274,            0.013061,           0.0036803,            0.017722,           0.0004465,           0.0004465,           0.0004465
                 195,             0.01283,           0.0092189,           0.0031167,              0.7927,             0.80516,             0.84967,             0.66577,            0.013095,           0.0037022,            0.016801,            0.000397,            0.000397,            0.000397
                 196,            0.013749,           0.0090272,           0.0029624,             0.85285,             0.75701,             0.84492,             0.66549,            0.013238,           0.0037001,            0.017525,           0.0003475,           0.0003475,           0.0003475
                 197,            0.013589,           0.0093463,           0.0030912,             0.81349,             0.78965,             0.83379,             0.65586,            0.013132,           0.0037045,            0.017238,            0.000298,            0.000298,            0.000298
                 198,            0.013575,           0.0091397,           0.0033411,             0.83676,             0.78881,             0.83668,             0.65581,            0.013108,           0.0037164,            0.016871,           0.0002485,           0.0002485,           0.0002485
                 199,            0.012752,           0.0090387,           0.0030294,             0.82851,             0.79562,             0.84041,             0.65924,            0.013063,           0.0037154,            0.016876,            0.000199,            0.000199,            0.000199
